
"(Freeze lowers Enemy Action Speed to zero, preventing them from acting. Duration is based on the Cold Damage of the Hit)","(동결은 적의 동작 속도를 0으로 만들어 동작 자체를 방지합니다. 지속시간은 동결 적용 시의 냉기 피해량에 의해 결정됩니다)"
"(Gain Added Spell Damage equal to the Damage of your Main Hand Weapon)","(주 무기 피해와 동일한 주문 피해 추가 획득)"
"(Her Embrace grants the following:","(여신의 포옹 효과:"
"(Hinder reduces movement speed for 4 seconds)","(이동 방해가 4초 동안 이동 속도를 감소시킵니다.)"
"(Ignite deals Fire Damage over time, based on the base Fire Damage of the Skill, for 4 seconds)","(점화는 지속 화염 피해를 주며, 피해량은 스킬의 기본 화염 피해량에 비례합니다. 4초 동안 지속됩니다)"
"(Inherent effects from having Rage are:","(격노로 인해 생기는 효과는 다음과 같습니다."
"(Knockback pushes Enemies away when Hit)","(밀어내기는 피격 시 적을 뒤로 밀어냅니다)"
"(Leech Energy Shield instead of Life. Maximum total Energy Shield Recovery per second from Leech is doubled. Cannot Recharge Energy Shield)","(생명력 대신 에너지 보호막을 흡수합니다. 흡수 시 1초당 총 에너지 보호막 회복량 최대치가 2배로 증가합니다. 에너지 보호막 재충전이 불가합니다.)"
"(Leeched Life is recovered over time. Multiple Leeches can occur simultaneously, up to a maximum rate)","(생명력 흡수는 지속적으로 회복됩니다. 흡수는 최대 속도에 이를 때까지 여러 개가 동시에 적용될 수 있습니다)"
"(Leeched Mana is recovered over time. Multiple Leeches can occur simultaneously, up to a maximum rate)","(마나 흡수는 지속적으로 회복됩니다. 흡수는 최대 속도에 이를 때까지 여러 개가 동시에 적용될 수 있습니다)"
"(Lightning Ailments are Shocked and Sapped)","(번개 상태 이상에는 감전, 활력 감소가 있습니다)"
"(Lucky things are rolled twice and the best result used)","(행운은 주사위를 2회 굴린 수치 중 좋은 값을 사용하는 메커니즘입니다)"
"(Maimed enemies have {0}% reduced Movement Speed)","(힘줄 절단된 적은 이동 속도가 {0}% 감소합니다)"
"(Maximum Resistances cannot be raised above 90%)","(저항 최대치는 90%를 넘어갈 수 없습니다)"
"(Missing Resistance is the amount your Resistance is below the maximum)","(부족한 저항은 저항 최대치에서 모자라는 저항 값입니다.)"
"(No chance to avoid damage can be higher than 75%)","(피해를 회피할 확률은 75%를 넘을 수 없습니다)"
"(Onslaught grants 20% increased Attack, Cast, and Movement Speed)","(맹공은 공격, 시전, 이동 속도를 {0}% 증가시킵니다)"
"(Phantasmal Might grants Added Spell Physical Damage based on the level of the Phantasm. Multiple instances of Phantasmal Might stack)","(환영의 완력(Phantasmal Might)이 환영 레벨에 따라 추가 주문 물리 피해를 부여합니다. 환영의 완력은 여러 번 적용 시 중첩됩니다.)"
"(Poison deals Chaos Damage over time, based on the base Physical and Chaos Damage of the Skill. Multiple instances of Poison stack)","(중독은 지속 카오스 피해를 가하며, 피해량은 해당 스킬의 기본 물리 및 카오스 피해에 의해 결정됩니다. 중독은 다회 적용될 시에 중첩됩니다.)"
"(Projectile Attack Hits deal 20% less Damage to targets at the start of their movement, dealing up to 60% more Damage to targets as the projectile travels farther)","(투사체 공격은 이동 시작 지점에서는 대상에게 주는 피해가 20% 감폭되고, 투사체의 이동 거리가 멀어질수록 대상에게 주는 피해가 최대 60%까지 증폭됩니다.)"
"(Projectile Attack Hits deal up to 30% more Damage to targets at the start of their movement, dealing less Damage to targets as the projectile travels farther)","(투사체 명중 시, 투사체 발사 지점에서 대상이 가까울수록 받는 피해가 최대 30% 증폭하고, 멀어질수록 받는 피해가 감폭합니다)"
"(Recently refers to the past 4 seconds)","(최근은 지난 4초 동안을 의미합니다)"
"(Shock increases Damage taken by 15%)","(감전은 받는 피해를 15% 증가시킵니다)"
"(Shock increases Damage taken by up to 50%, depending on the amount of Lightning Damage in the hit, for 2 seconds)","(감전이 받는 피해를 2초 동안 50%까지 증가시킵니다. 증가 정도는 감전을 부여한 번개 피해량에 따라 달라집니다)"
"(Skills that have dealt a Critical Strike in the past 8 seconds deal 40% more Elemental Damage with Hits and Ailments. Your Critical Strikes do not deal extra Damage. Ailments never count as being from Critical Strikes)","(지난 8초 이내에 치명타를 준 경우 해당 스킬의 명중 및 상태 이상 원소 피해가 40% 증폭됩니다. 플레이어의 치명타가 추가 피해를 주지 않습니다. 상태 이상은 치명타로 유발하는 것으로 간주하지 않습니다)"
"(Take 1% less Damage from Hits per Fortification. Maximum 20 Fortification)","(피격 시 받는 피해가 방어 상승 1당 1% 감폭됩니다. 방어 상승은 최대 20까지 중첩됩니다.)"
"(The Stun Threshold determines how much Damage can Stun something)","(기절 한계치는 기절시킬 수 있는 피해량에 의해 결정됩니다)"
"(They will deal the same total damage over a shorter duration)","(같은 양의 피해를 더 짧은 시간 동안 주게 됩니다)"
"(Total Recovery from Life Leech is doubled, Maximum total Life Recovery per second from Leech is doubled, You have no Life Regeneration)","(생명력 흡수로 인한 총 회복량이 2배로 증가합니다. 흡수로 인한 초당 총 생명력 회복량 최대치가 2배로 증가합니다. 생명력 재생이 없습니다.)"
"(Unholy Might grants 30% of Physical Damage as extra Chaos Damage)","(불경한 힘은 물리 피해의 30%를 추가 카오스 피해로 가합니다)"
"(Vaal Attacks, Channelling Attacks, and Attacks which Repeat cannot be Exerted)","(바알 공격, 집중 유지 공격, 반복되는 공격은 전력 공격이 불가능합니다.)"
"(Vulnerability is a Hex which increases Physical Damage taken by 15% and causes Hits to have +25% chance to inflict Bleeding on the target. It lasts 8 seconds)","(취약성은 받는 물리 피해를 15% 증가시키고, 명중 시 대상에게 출혈을 유발할 확률 +25%를 부여하는 사술입니다. 8초 동안 지속됩니다.)"
"(Warstaves are considered Staves)","(전쟁지팡이는 지팡이로 간주됩니다)"
"(When an Impaled enemy is hit, the Impale reflects {0}% of the physical damage of the Impaling hit to that enemy. Impale lasts for 5 hits or 8 seconds)","(꿰뚫린 적이 피격당하면, 꿰뚫림이 적용되었던 타격의 물리 피해량의 10%가 적에게 반사됩니다. 꿰뚫림은 5회 피격될 동안 또는 8초 동안 유지됩니다)"
"(When you use a Vaal Skill, other Vaal skills gain {0}% of the consumed Souls. Deal 30% less Damage with Non-Vaal Skills)","(바알 스킬을 사용하면, 다른 바알 스킬들이 소모된 영혼의 {0}%를 얻습니다. 비-바알 스킬로 주는 피해가 30% 감폭됩니다.)"
"(While you have Phasing, your movement is not blocked by Enemies)","(차원 능력 상태에서는 적에 의해 이동이 가로막히지 않습니다)"
"(Withered applies 6% increased Chaos Damage Taken, and can be inflicted up to 15 times)","(위축은 받는 카오스 피해를 {0}% 증가시킵니다. 15회까지 중첩될 수 있습니다)"
"(You are Chilled while standing in Chilled Ground)","(얼음 지대에서는 냉각 상태가 유지됩니다)"
"(You are on Low Life if you have {0}% of your Maximum Life or less)","(생명력이 최대 생명력의 50% 이하일 때가 낮은 생명력 상태입니다)"
"(You gain Rampage bonuses for Killing multiple Enemies in quick succession)","(적들을 빠르게 연속으로 처치하면 광란 보너스를 받습니다)"
"(Your hits can't be Evaded. Never deal Critical Strikes)","(플레이어가 무조건 적을 명중시킵니다. 치명타가 발동하지 않습니다)"
"({0}% of Damage from Suppressed Hits and Ailments they inflict is prevented)","(억제된 명중과 상태 이상으로 받는 피해의 {0}%를 방지합니다.)"
"({0}% of Physical, Cold and Lightning Damage Converted to Fire Damage.","(물리, 냉기 및 번개 피해의 {0}%를 화염 피해로 전환합니다"
"+190 to Accuracy Rating","정확도 {0}"
"+20% to Off Hand Critical Strike Multiplier per Murderous Eye Jewel affecting you, up to a maximum of +100%","자신에게 영향을 주는 살인적인 눈 주얼 하나당 보조 장비 치명타 피해 배율 +20%, 최대 +100%"
"+25% Chance to Block Projectile Attack Damage","투사체 공격 피해 막기 확률 +25%"
"10% chance to gain an Endurance, Frenzy or Power Charge when any of your Traps is Triggered by an Enemy","10%의 확률로 인내, 격분 또는 권능 충전 획득"
"100% chance to Trigger Level 1 Raise Spiders on Kill","처치 시 100%의 확률로 1레벨 거미 소환 발동"
"100% increased Evasion Rating while you have Onslaught","맹공 상태일 때 회피 100% 증가"
"20% increased Damage with Hits and Ailments per Freeze, Shock and Ignite on Enemy","적에게 유발된 동결, 감전 또는 점화 하나당 적중 피해 및 상태 이상 피해 20% 증가"
"40% increased Main Hand Critical Strike Chance per Murderous Eye Jewel affecting you, up to a maximum of 200%","자신에게 영향을 주는 살인적인 눈 주얼 하나당 주 무기 치명타 확률 40% 증가, 최대 200%"
"Adds (11-16)-(21-25) Physical Damage to Attacks while you have a Bestial Minion","흉포한 소환수를 보유하는 동안 공격 시 물리 피해 (11–16)~(21–25) 추가"
"Adds 1 to {0} Chaos Damage","카오스 피해 1~{0} 추가"
"Adds 1 to {0} Lightning Damage to Attacks with this Weapon per 10 Dexterity","이 무기로 공격 시 민첩 10당 번개 피해 1~{0} 추가"
"Adds 1 to {0} Lightning Damage to Attacks with this Weapon per 10 Intelligence","이 무기로 공격 시 지능 10당 번개 피해 1~{0} 추가"
"Adds 1 to {0} Lightning Damage to Spells","주문 시전 시 번개 피해 1~{0} 추가"
"Adds 1 to {0} Lightning Damage","번개 피해 1~{0} 추가"
"Adds 1 to {0} Physical Damage to Attacks per 25 Dexterity","민첩 25당 공격 시 물리 피해 1~{0} 추가"
"Adds 1 to {0} Physical Damage to Attacks per 25 Strength","힘 25당 공격 시 물리 피해 1~{0} 추가"
"Adds 1 to {0} Physical Damage to Attacks per Level","1레벨당 공격 시 물리 피해 1~{0} 추가"
"Adds {0} to {1} Chaos Damage in Off Hand","보조 장비로 사용 시 카오스 피해 {0}~{1} 추가"
"Adds {0} to {1} Chaos Damage to Spells","주문 시전 시 카오스 피해 {0}~{1} 추가"
"Adds {0} to {1} Chaos Damage","카오스 피해 {0}~{1} 추가"
"Adds {0} to {1} Cold Damage in Off Hand","보조 장비로 사용 시 냉기 피해 {0}~{1} 추가"
"Adds {0} to {1} Cold Damage to Spells and Attacks","주문 및 공격 시 냉기 피해 {0}~{1} 추가"
"Adds {0} to {1} Cold Damage to Spells per Power Charge","권능 충전 하나당 주문 시전 시 냉기 피해 {0}~{1} 추가"
"Adds {0} to {1} Cold Damage to Spells","주문 시전 시 냉기 피해 {0}~{1} 추가"
"Adds {0} to {1} Cold Damage","냉기 피해 {0} to {1} 추가"
"Adds {0} to {1} Cold Damage","냉기 피해 {0}~{1} 추가"
"Adds {0} to {1} Fire Damage if you've Blocked Recently","최근 4초 이내 막아낸 경우 화염 피해 {0}~{1} 추가"
"Adds {0} to {1} Fire Damage in Main Hand","주 무기로 사용 시 화염 피해 {0}~{1} 추가"
"Adds {0} to {1} Fire Damage to Attacks with this Weapon per 10 Strength","이 무기로 공격 시 힘 10당 화염 피해 {0}~{1} 추가"
"Adds {0} to {1} Fire Damage to Spells and Attacks","주문 및 공격 시 화염 피해 {0}~{1} 추가"
"Adds {0} to {1} Fire Damage to Spells","주문 시전 시 화염 피해 {0}~{1} 추가"
"Adds {0} to {1} Fire Damage","화염 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells and Attacks","주문 및 공격 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells per Power Charge","권능 충전 하나당 주문 시전 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage to Spells","주문 시전 시 번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Lightning Damage","번개 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage against Bleeding Enemies","출혈 중인 적에 대한 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage per Endurance Charge","인내 충전 하나당 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks and Spells per Siphoning Charge","착취 충전 하나당 공격 및 주문 시전 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks per Level","1레벨당 공격 시 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage to Attacks with this Weapon per 3 Player Levels","이 무기로 공격 시 플레이어 레벨 3당 물리 피해 {0}~{1} 추가"
"Adds {0} to {1} Physical Damage","물리 피해 {0}~{1} 추가"
"All Attack Damage Chills when you Stun","기절 시 모든 공격 피해가 냉각 유발"
"Allies' Aura Buffs do not affect you","동료들의 오라 버프 효과가 자신에게는 영향을 주지 않음"
"Arrows Pierce all Targets after Forking","갈래 보조 효과에 의해 갈라진 화살이 모든 대상 관통"
"Arrows Pierce all Targets","화살이 모든 대상 관통"
"Arrows deal {0} to {1} Added Fire Damage for each time they've Pierced","화살이 관통할 때마다 화염 피해 {0}~{1} 추가"
"Arrows fired from the first firing points always Pierce","첫 번째 발사 지점에서 발사한 화살은 항상 관통"
"Arrows fired from the fourth firing points Chain {0} times","네 번째 발사 지점에서 발사한 화살은 {0}회 연쇄"
"Arrows fired from the second firing points Fork","두 번째 발사 지점에서 발사한 화살은 갈라짐"
"Arrows fired from the third firing points Return to you","세 번째 발사 지점에서 발사한 화살은 자신에게 돌아옴"
"Arrows that Pierce have {0}% to Critical Strike Multiplier","관통하는 화살의 치명타 피해 배율 {0}%"
"Attack Skills gain {0}% of Physical Damage as Extra Fire Damage per Socketed Red Gem","장착된 붉은 젬 하나당 공격 스킬이 물리 피해의 {0}%를 추가 화염 피해로 획득"
"Attacks Chain an additional time when in Main Hand","주 무기로 장착 시 연쇄 공격 1회 추가"
"Attacks Cost Life instead of Mana","공격이 마나 대신 생명력 소모"
"Attacks fire an additional Projectile when in Off Hand","보조 장비로 장착하면 공격 시 투사체 1개 추가 발사"
"Attacks fire an additional Projectile","공격 시 투사체 1개 추가 발사"
"Attacks have 25% chance to inflict Bleeding when Hitting Cursed Enemies","공격이 저주받은 적 명중 시 {0}%의 확률로 출혈 유발"
"Attacks with this Weapon Maim on hit","이 무기로 명중 시 힘줄 절단"
"Attacks with this Weapon Penetrate 30% Elemental Resistances","물리 공격 피해의 {0}%를 추가 번개 피해로 획득"
"Attacks with this Weapon deal 80 to 120 added Chaos Damage against","중독 5중첩 이상인 적을"
"Attacks with this Weapon deal 80-120 added Chaos Damage against","중독 5중첩 이상인 적을"
"Attacks with this Weapon deal 80-120 added Chaos Damage","중독 5중첩 이상인 적을"
"Attacks with this Weapon deal Double Damage to Chilled Enemies","이 무기로 공격 시 냉각된 적에게 주는 피해 2배"
"Attacks with this Weapon deal Double Damage","이 무기로 공격 시 주는 피해 2배"
"Attacks with this Weapon have Added Maximum Lightning Damage equal to {0}% of your Maximum Energy Shield","이 무기로 공격 시 에너지 보호막 최대치의 {0}%와 동일한 번개 피해 최대치 추가"
"Attacks with this Weapon have {0}% increased Elemental Damage","이 무기로 공격 시 원소 피해 {0}% 증가"
"Battlemage","전투마법사"
"Bow Attacks fire {0} additional Arrows if you haven't Cast Dash recently","최근 4초 이내 질주를 시전하지 않은 경우 활 공격 시 화살 {0}개 추가 발사"
"Bow Attacks fire {0} additional Arrows","활 공격 시 화살 {0}개 추가 발사"
"Bow Knockback at Close Range","근접 활 공격 시 밀어내기"
"Brand Skills have {0}% increased Duration","낙인 스킬의 지속시간 {0}% 증가"
"Cannot Knock Enemies Back","적을 밀어낼 수 없음"
"Cannot Leech Life from Critical Strikes","치명타로 생명력 흡수 불가"
"Cannot Leech Life","생명력 흡수 불가"
"Cannot Leech Mana","마나 흡수 불가"
"Cannot be Frozen","동결될 수 없음"
"Cannot be Ignited","점화될 수 없음"
"Cannot be Stunned","기절 면역"
"Cannot be used with Chaos Inoculation","카오스 면역에 사용할 수 없음"
"Chaos Skills have {0}% increased Skill Effect Duration","카오스 스킬의 스킬 효과 지속시간 {0}% 증가"
"Charges Recently","권능 충전 획득"
"Chill Attackers for 4 seconds on Block","막아낼 시 4초 동안 공격자에게 냉각 유발"
"Chill Enemies for 1 second on Hit with this Weapon when in Off Hand","보조 장비로 장착하고 이 무기로 명중 시 1초 동안 적 냉각"
"Cold Exposure you inflict applies an extra -12% to Cold Resistance","플레이어가 유발하는 냉기 노출이 냉기 저항에 -12% 추가"
"Counts as Dual Wielding","쌍수로 적용"
"Counts as all One Handed Melee Weapon Types","모든 한손 근접 무기 유형으로 취급"
"Create Consecrated Ground when you Shatter an Enemy","적을 산산이 조각내면 신성화 지대 생성"
"Critical Strike Chance is {0}% for Hits with this Weapon","이 무기로 적 명중 시 치명타 확률 {0}%"
"Critical Strikes deal no Damage","치명타로 주는 피해 없음"
"Critical Strikes do not inherently Freeze","치명타가 본질적으로 동결을 유발하지 않음"
"Crucible Passive Skill Tree is removed if this Modifier is removed","이 속성이 제거되면 시련 패시브 스킬 트리가 제거됨"
"Culling Strike against Burning Enemies","화상 상태의 적에게 마무리 타격 가능"
"Culling Strike","마무리 타격"
"Curse Enemies with Flammability on Block","막아낼 시 적이 인화성 저주에 걸림"
"Curse Enemies with Flammability on Hit","명중 시 적이 인화성 저주에 걸림"
"Curse Enemies with Vulnerability on Block","막아낼 시 적이 취약성 저주에 걸림"
"Curse Enemies with Vulnerability on Hit","명중 시 적이 취약성 저주에 걸림"
"Damage Penetrates {0}% Elemental Resistances while you are Chilled","냉각 상태일 때 주는 피해가 {0}%의 원소 저항 관통"
"Damage Penetrates {0}% Fire Resistance","피해가 화염 저항 {0}% 관통"
"Damage Penetrates {0}% Lightning Resistance","피해가 번개 저항 {0}% 관통"
"Damage Penetrates {0}% of Fire Resistance if you have Blocked Recently","최근 4초 이내 막아낸 경우 피해가 {0}%의 화염 저항 관통"
"Damage cannot be Reflected","피해가 반사되지 않음"
"Damage with Weapons Penetrates {0}% Elemental Resistances","무기로 주는 피해가 {0}%의 원소 저항 관통"
"Deal Triple Damage with Elemental Skills","원소 스킬이 3배의 피해를 줌"
"Deal no Cold Damage","냉기 피해를 주지 않음"
"Deal no Damage when not on Low Life","낮은 생명력 상태가 아닐 때 주는 피해 없음"
"Deal no Elemental Damage","주는 원소 피해 없음"
"Deal no Non-Elemental Damage","원소 피해만 줄 수 있음"
"Deal no Non-Fire Damage)","화염 피해만 줄 수 있습니다)"
"Deal no Physical or Elemental Damage","주는 물리 또는 원소 피해 없음"
"Each Summoned Phantasm grants you Phantasmal Might","소환된 환영 하나당 시전자에게 환영의 완력 부여"
"Elemental Ailments you inflict are Reflected to you","자신이 유발한 원소 상태 이상이 자신에게 반사됨"
"Elemental Damage with Hits is Lucky while you are Shocked","감전 상태일 때 명중 시 원소 피해에 행운 적용"
"Enemies Blinded by you while you are Blinded have Malediction","자신이 실명된 상태에서 실명을 유발한 적에게 악담 부여"
"Enemies Frozen by you take 20% increased Damage","동결된 적이 받는 피해 {0}% 증가"
"Enemies Killed by Zombies' Hits Explode, dealing {0}% of their Life as Fire Damage","좀비에게 적중되어 사망한 적이 폭발하여, 자신의 생명력의 {0}%를 화염 피해로 줌"
"Enemies Killed by your Hits are destroyed","플레이어가 명중하여 처치된 적이 파괴됨"
"Enemies Killed with Attack or Spell Hits Explode, dealing {0}% of their Life as Fire Damage","공격 또는 주문에 적중되어 사망한 적이 폭발하여, 자신의 생명력의 {0}%를 화염 피해로 줌"
"Enemies Taunted by you take {0}% increased Damage","플레이어가 도발한 적이 받는 피해 {0}% 증가"
"Enemies Taunted by your Warcries Explode on death, dealing {0}% of their maximum Life as Chaos Damage","플레이어가 함성으로 도발한 적이 사망 시 폭발하여, 생명력 최대치의 {0}%를 카오스 피해로 줌"
"Enemies affected by at least 5 Poisons","이 무기로 공격 시 카오스 피해 80~120 추가"
"Enemies cannot Leech Mana from You","적이 플레이어의 마나를 흡수할 수 없음"
"Enemies inflict Elemental Ailments on you instead of nearby Allies","적이 주변 동료들 대신 플레이어에게 원소 상태 이상 유발"
"Enemies you Attack Reflect 100 Physical Damage to you","공격받은 적이 플레이어에게 100의 물리 피해 반사"
"Enemies you Kill have a {0}% chance to Explode, dealing a quarter of their maximum Life as Chaos Damage","자신이 처치한 적이 {0}%의 확률로 폭발하여, 생명력 최대치의 1/4을 카오스 피해로 줌"
"Enemies you Shock have {0}% reduced Cast Speed","감전된 적의 시전 속도 {0}% 감소"
"Enemies you Shock have {0}% reduced Movement Speed","감전된 적의 이동 속도 {0}% 감소"
"Enemies you inflict Bleeding on grant {0}% increased Flask Charges","적에게 출혈을 유발하면 플라스크 충전량 {0}% 증가"
"Energy Shield Leech Effects from Attacks are not removed at Full Energy Shield","에너지 보호막이 최대일 때 공격으로 인한 에너지 보호막 흡수 효과가 제거되지 않음"
"Every 16 seconds you gain Elemental Overload for 8 seconds","16초마다 8초 동안 원소 과부하 획득"
"Every 8 seconds, gain Avatar of Fire for 4 seconds","8초마다 4초 동안 불의 화신 획득"
"Exerted Attacks Knock Enemies Back on Hit","전력 공격 적중 시 적을 밀어냄"
"Exerted Attacks deal {0}% increased Damage","전력 공격이 주는 피해 {0}% 증가"
"Extra Gore","잔인함"
"Extra gore","잔인함"
"Far Shot","장거리 사격"
"Flasks apply to your Raised Zombies and Spectres","사용하는 플라스크가 자신이 소환한 좀비 및 망령에 적용"
"Gain Elusive on Critical Strike","치명타 명중 시 도피 획득"
"Gain Her Blessing for 3 seconds when you Ignite an Enemy","적 점화 시 3초 동안 여신의 축복 획득"
"Gain Her Embrace for 3 seconds when you Ignite an Enemy","적 점화 시 3초 동안 여신의 포옹 획득"
"Gain Unholy Might for 4 seconds on Critical Strike","치명타 명중 시 4초 동안 불경한 힘 획득"
"Gain a Flask Charge when you deal a Critical Strike","치명타 명중 시 플라스크 1 충전"
"Gain a Frenzy Charge if an Attack Ignites an Enemy","공격으로 적 점화 시 격분 충전 획득"
"Gain a Frenzy Charge on Critical Strike","치명타 명중 시 격분 충전 획득"
"Gain a Frenzy Charge on every 50th Rampage Kill","광란 처치 50회마다 격분 충전 획득"
"Gain a Frenzy Charge on reaching Maximum Power Charges","최대 권능 충전에 도달 시 격분 충전 획득"
"Gain a Power Charge after Spending a total of {0} Mana","총 {0}마나 소모 시 권능 충전 획득"
"Gain a Power Charge every Second if you haven't lost Power","최근 4초 이내 권능 충전을 잃지 않은 경우 1초마다"
"Gain a Power Charge on Killing a Frozen Enemy","동결된 적 처치 시 권능 충전 획득"
"Gain an Endurance Charge if an Attack Freezes an Enemy","공격으로 적 동결 시 인내 충전 획득"
"Gain an Endurance Charge, Frenzy Charge, and Power Charge when you use a Vaal Skill","바알 스킬 사용 시 인내 충전, 격분 충전 또는 권능 충전 획득"
"Gain {0} Life on Culling Strike","마무리 타격 시 생명력 {0} 획득"
"Gain {0} Life per Enemy Hit with Spells","플레이어의 주문으로 적중한 적 하나당 획득하는 생명력 {0}"
"Gain {0} Life per Enemy Killed","처치한 적 하나당 생명력 {0} 획득"
"Gain {0} Life per Ignited Enemy Killed","처치한 점화된 적 하나당 생명력 {0} 획득"
"Gain {0} Life when you Taunt an Enemy","적 도발 시 생명력 {0} 획득"
"Gain {0} Mana on Culling Strike","마무리 타격 시 마나 {0} 획득"
"Gain {0} Mana per Enemy Killed","처치한 적 하나당 마나 {0} 획득"
"Gain {0} Rage on Critical Hit with attacks, no more than once every 0.5 seconds","공격 치명타 시 격노 1 획득, 0.5초마다 최대 1번 획득"
"Gain {0} of Physical Damage as Extra Cold Damage","물리 피해의 {0}%를 추가 냉기 피해로 획득"
"Gain {0}% of Elemental Damage as Extra Chaos Damage","원소 피해의 {0}%를 추가 카오스 피해로 획득"
"Gain {0}% of Non-Chaos Damage as extra Chaos Damage per Siphoning Charge","착취 충전 하나당 비-카오스 피해의 {0}%를 추가 카오스 피해로 획득"
"Gain {0}% of Physical Attack Damage as Extra Fire Damage","물리 공격 피해의 {0}%를 추가 화염 피해로 획득"
"Gain {0}% of Physical Attack Damage as Extra Lightning Damage","이 무기로 공격 시 {0}%의 원소 저항 관통"
"Gain {0}% of Physical Damage as Extra Chaos Damage","물리 피해의 {0}%를 추가 카오스 피해로 획득"
"Gain {0}% of Physical Damage as Extra Damage of a random Element while you are Ignited","점화 상태일 때 물리 피해의 {0}%를 무작위 원소 피해로 추가"
